key,airport_name,carrier_name,reason,avg_delay,total_ct
1621,"Durango, CO: Durango La Plata County",SkyWest Airlines Inc.,Weather,89.99696356,2.32
1622,"Eagle, CO: Eagle County Regional",American Airlines Inc.,Carrier,89.40536435,92.05
1623,"Eagle, CO: Eagle County Regional",American Airlines Inc.,Late Aircraft,93.30349256,97.89
1624,"Eagle, CO: Eagle County Regional",American Airlines Inc.,National Air Systems,48.11918122,62.52
1625,"Eagle, CO: Eagle County Regional",American Airlines Inc.,Weather,237.8295566,16.52
1626,"Eagle, CO: Eagle County Regional",Delta Air Lines Inc.,Carrier,34.27402581,13.2
1627,"Eagle, CO: Eagle County Regional",Delta Air Lines Inc.,Late Aircraft,62.54505878,2
1628,"Eagle, CO: Eagle County Regional",Delta Air Lines Inc.,National Air Systems,62.57446103,8.18
1629,"Eagle, CO: Eagle County Regional",Delta Air Lines Inc.,Weather,117.4712644,1.62
1630,"Eagle, CO: Eagle County Regional",United Air Lines Inc.,Carrier,58.00134155,23.59
1631,"Eagle, CO: Eagle County Regional",United Air Lines Inc.,Late Aircraft,53.39982613,8.23
1632,"Eagle, CO: Eagle County Regional",United Air Lines Inc.,National Air Systems,49.62047203,10.56
1633,"Eagle, CO: Eagle County Regional",United Air Lines Inc.,Weather,98.71774232,3.6
1634,"Eau Claire, WI: Chippewa Valley Regional",SkyWest Airlines Inc.,Carrier,67.48646504,69.25
1635,"Eau Claire, WI: Chippewa Valley Regional",SkyWest Airlines Inc.,Late Aircraft,61.14150378,101.93
1636,"Eau Claire, WI: Chippewa Valley Regional",SkyWest Airlines Inc.,National Air Systems,41.75620813,32.22
1637,"Eau Claire, WI: Chippewa Valley Regional",SkyWest Airlines Inc.,Weather,55.84817299,1.62
1638,"El Paso, TX: El Paso International",American Airlines Inc.,Carrier,48.635046,285.14
1639,"El Paso, TX: El Paso International",American Airlines Inc.,Late Aircraft,58.80030194,238.07
1640,"El Paso, TX: El Paso International",American Airlines Inc.,National Air Systems,36.73263418,84.42
1641,"El Paso, TX: El Paso International",American Airlines Inc.,Weather,87.42048916,27.36
1642,"El Paso, TX: El Paso International",American Eagle Airlines Inc.,Carrier,33.33333333,0.06
1643,"El Paso, TX: El Paso International",American Eagle Airlines Inc.,Late Aircraft,133.0917874,4.14
1644,"El Paso, TX: El Paso International",American Eagle Airlines Inc.,National Air Systems,137.398374,1.23
1645,"El Paso, TX: El Paso International",American Eagle Airlines Inc.,Weather,157.9766537,2.57
1646,"El Paso, TX: El Paso International",Delta Air Lines Inc.,Carrier,59.44384933,59.96
1647,"El Paso, TX: El Paso International",Delta Air Lines Inc.,Late Aircraft,37.22331678,25.95
1648,"El Paso, TX: El Paso International",Delta Air Lines Inc.,National Air Systems,36.89376397,18.58
1649,"El Paso, TX: El Paso International",Delta Air Lines Inc.,Weather,59.14127987,11.51
1650,"El Paso, TX: El Paso International",Envoy Air,Carrier,51.23675918,58.76
1651,"El Paso, TX: El Paso International",Envoy Air,Late Aircraft,51.60559512,52.17
1652,"El Paso, TX: El Paso International",Envoy Air,National Air Systems,39.09225078,67.24
1653,"El Paso, TX: El Paso International",Envoy Air,Weather,95.98111947,8.84
1654,"El Paso, TX: El Paso International",ExpressJet Airlines Inc.,Carrier,63.62718289,206.78
1655,"El Paso, TX: El Paso International",ExpressJet Airlines Inc.,Late Aircraft,59.17292167,244.14
1656,"El Paso, TX: El Paso International",ExpressJet Airlines Inc.,National Air Systems,49.0479622,192.86
1657,"El Paso, TX: El Paso International",ExpressJet Airlines Inc.,Weather,118.5546395,15.22
1658,"El Paso, TX: El Paso International",SkyWest Airlines Inc.,Carrier,56.67284378,152
1659,"El Paso, TX: El Paso International",SkyWest Airlines Inc.,Late Aircraft,59.3359905,154.85
1660,"El Paso, TX: El Paso International",SkyWest Airlines Inc.,National Air Systems,33.39149467,108.61
1661,"El Paso, TX: El Paso International",SkyWest Airlines Inc.,Security,38.34196891,1.93
1662,"El Paso, TX: El Paso International",SkyWest Airlines Inc.,Weather,71.76744779,7.61
1663,"El Paso, TX: El Paso International",Southwest Airlines Co.,Carrier,43.01390554,855.98
1664,"El Paso, TX: El Paso International",Southwest Airlines Co.,Late Aircraft,52.27184831,1339.63
1665,"El Paso, TX: El Paso International",Southwest Airlines Co.,National Air Systems,34.10518786,149.33
1666,"El Paso, TX: El Paso International",Southwest Airlines Co.,Security,31.64993865,4.7
1667,"El Paso, TX: El Paso International",Southwest Airlines Co.,Weather,83.52354295,7.38
1668,"Elko, NV: Elko Regional",SkyWest Airlines Inc.,Carrier,46.59875327,36.63
1669,"Elko, NV: Elko Regional",SkyWest Airlines Inc.,Late Aircraft,48.24477506,7.09
1670,"Elko, NV: Elko Regional",SkyWest Airlines Inc.,National Air Systems,29.85279327,13.32
1671,"Elko, NV: Elko Regional",SkyWest Airlines Inc.,Weather,39.625,1.96
1672,"Elmira/Corning, NY: Elmira/Corning Regional",ExpressJet Airlines Inc.,Carrier,68.54349998,173.03
1673,"Elmira/Corning, NY: Elmira/Corning Regional",ExpressJet Airlines Inc.,Late Aircraft,59.5494637,163.67
1674,"Elmira/Corning, NY: Elmira/Corning Regional",ExpressJet Airlines Inc.,National Air Systems,46.96666828,92.6
1675,"Elmira/Corning, NY: Elmira/Corning Regional",ExpressJet Airlines Inc.,Weather,138.759707,2.7
1676,"Erie, PA: Erie International/Tom Ridge Field",ExpressJet Airlines Inc.,Carrier,52.87472514,26.78
1677,"Erie, PA: Erie International/Tom Ridge Field",ExpressJet Airlines Inc.,Late Aircraft,65.35610402,49.45
1678,"Erie, PA: Erie International/Tom Ridge Field",ExpressJet Airlines Inc.,National Air Systems,55.60923728,20.78
1679,"Escanaba, MI: Delta County",SkyWest Airlines Inc.,Carrier,35.8490566,2.65
1680,"Escanaba, MI: Delta County",SkyWest Airlines Inc.,Late Aircraft,66.0988075,5.87
1681,"Escanaba, MI: Delta County",SkyWest Airlines Inc.,National Air Systems,21.42857143,3.5
1682,"Escanaba, MI: Delta County",SkyWest Airlines Inc.,Weather,173.4693878,0.98
1683,"Eugene, OR: Mahlon Sweet Field",Frontier Airlines Inc.,Carrier,27.16602192,2.18
1684,"Eugene, OR: Mahlon Sweet Field",Frontier Airlines Inc.,Late Aircraft,53.73397264,5.42
1685,"Eugene, OR: Mahlon Sweet Field",Frontier Airlines Inc.,National Air Systems,35.28743003,7.71
1686,"Eugene, OR: Mahlon Sweet Field",Frontier Airlines Inc.,Weather,50,0.68
1687,"Eugene, OR: Mahlon Sweet Field",SkyWest Airlines Inc.,Carrier,59.28392527,322.39
1688,"Eugene, OR: Mahlon Sweet Field",SkyWest Airlines Inc.,Late Aircraft,59.15103959,526.46
1689,"Eugene, OR: Mahlon Sweet Field",SkyWest Airlines Inc.,National Air Systems,32.83044725,265.92
1690,"Eugene, OR: Mahlon Sweet Field",SkyWest Airlines Inc.,Security,37.96405961,2.48
1691,"Eugene, OR: Mahlon Sweet Field",SkyWest Airlines Inc.,Weather,77.1070759,10.77
1692,"Evansville, IN: Evansville Regional",American Eagle Airlines Inc.,Carrier,44.38744399,34.64
1693,"Evansville, IN: Evansville Regional",American Eagle Airlines Inc.,Late Aircraft,63.51543126,37.03
1694,"Evansville, IN: Evansville Regional",American Eagle Airlines Inc.,National Air Systems,57.32431618,29.46
1695,"Evansville, IN: Evansville Regional",American Eagle Airlines Inc.,Weather,64.99784937,16.87
1696,"Evansville, IN: Evansville Regional",Delta Air Lines Inc.,Carrier,72.85630774,7.96
1697,"Evansville, IN: Evansville Regional",Delta Air Lines Inc.,Late Aircraft,45.84971028,3.85
1698,"Evansville, IN: Evansville Regional",Delta Air Lines Inc.,National Air Systems,91.88118812,1.19
1699,"Evansville, IN: Evansville Regional",Envoy Air,Carrier,45.23460687,104.36
1700,"Evansville, IN: Evansville Regional",Envoy Air,Late Aircraft,52.80492017,103.21
1701,"Evansville, IN: Evansville Regional",Envoy Air,National Air Systems,47.96368829,103.55
1702,"Evansville, IN: Evansville Regional",Envoy Air,Weather,76.18256824,16.86
1703,"Evansville, IN: Evansville Regional",ExpressJet Airlines Inc.,Carrier,75.34231112,96.89
1704,"Evansville, IN: Evansville Regional",ExpressJet Airlines Inc.,Late Aircraft,62.6286099,101.93
1705,"Evansville, IN: Evansville Regional",ExpressJet Airlines Inc.,National Air Systems,43.91386007,48.64
1706,"Evansville, IN: Evansville Regional",ExpressJet Airlines Inc.,Security,260.5263158,0.76
1707,"Evansville, IN: Evansville Regional",ExpressJet Airlines Inc.,Weather,48.53321829,1.81
1708,"Fairbanks, AK: Fairbanks International",Alaska Airlines Inc.,Carrier,46.20514498,128.77
1709,"Fairbanks, AK: Fairbanks International",Alaska Airlines Inc.,Late Aircraft,58.08739256,92.21
1710,"Fairbanks, AK: Fairbanks International",Alaska Airlines Inc.,National Air Systems,28.24254003,70.62
1711,"Fairbanks, AK: Fairbanks International",Alaska Airlines Inc.,Security,29.55722139,3.08
1712,"Fairbanks, AK: Fairbanks International",Alaska Airlines Inc.,Weather,63.4024527,8.3
1713,"Fairbanks, AK: Fairbanks International",Delta Air Lines Inc.,Carrier,59.1627526,15.55
1714,"Fairbanks, AK: Fairbanks International",Delta Air Lines Inc.,Late Aircraft,76.80229851,8.12
1715,"Fairbanks, AK: Fairbanks International",Delta Air Lines Inc.,National Air Systems,26.51131325,8.65
1716,"Fairbanks, AK: Fairbanks International",Delta Air Lines Inc.,Weather,34.05588822,3.67
1717,"Fairbanks, AK: Fairbanks International",Frontier Airlines Inc.,Carrier,28.53365458,4.01
1718,"Fairbanks, AK: Fairbanks International",Frontier Airlines Inc.,Late Aircraft,45.7695964,0.81
1719,"Fairbanks, AK: Fairbanks International",Frontier Airlines Inc.,National Air Systems,37.94926956,4.81
1720,"Fairbanks, AK: Fairbanks International",Frontier Airlines Inc.,Weather,55.84677419,0.39
1721,"Fairbanks, AK: Fairbanks International",United Air Lines Inc.,Carrier,44.25948439,16.32
1722,"Fairbanks, AK: Fairbanks International",United Air Lines Inc.,Late Aircraft,65.40706579,18.82
1723,"Fairbanks, AK: Fairbanks International",United Air Lines Inc.,National Air Systems,46.97359146,8.06
1724,"Fairbanks, AK: Fairbanks International",United Air Lines Inc.,Weather,94.79578393,0.79
1725,"Fargo, ND: Hector International",American Eagle Airlines Inc.,Carrier,41.81926763,27.74
1726,"Fargo, ND: Hector International",American Eagle Airlines Inc.,Late Aircraft,70.79440163,29.51
1727,"Fargo, ND: Hector International",American Eagle Airlines Inc.,National Air Systems,42.0938401,51.63
1728,"Fargo, ND: Hector International",American Eagle Airlines Inc.,Weather,95.20925332,14.12
1729,"Fargo, ND: Hector International",Delta Air Lines Inc.,Carrier,51.80198417,43.91
1730,"Fargo, ND: Hector International",Delta Air Lines Inc.,Late Aircraft,67.31515627,14.94
1731,"Fargo, ND: Hector International",Delta Air Lines Inc.,National Air Systems,35.92606487,14.47
1732,"Fargo, ND: Hector International",Delta Air Lines Inc.,Weather,203.6644897,6.7
1733,"Fargo, ND: Hector International",Envoy Air,Carrier,39.12458889,82.35
1734,"Fargo, ND: Hector International",Envoy Air,Late Aircraft,51.28797046,80.79
1735,"Fargo, ND: Hector International",Envoy Air,National Air Systems,37.31318967,103.3
1736,"Fargo, ND: Hector International",Envoy Air,Security,25.39483928,1.59
1737,"Fargo, ND: Hector International",Envoy Air,Weather,54.5321015,19.97
1738,"Fargo, ND: Hector International",ExpressJet Airlines Inc.,Carrier,62.38185951,112.73
1739,"Fargo, ND: Hector International",ExpressJet Airlines Inc.,Late Aircraft,60.98118537,146.22
1740,"Fargo, ND: Hector International",ExpressJet Airlines Inc.,National Air Systems,45.02221441,102.63
1741,"Fargo, ND: Hector International",ExpressJet Airlines Inc.,Weather,52.91784959,3.44
1742,"Fargo, ND: Hector International",Frontier Airlines Inc.,Carrier,50.87169596,11.15
1743,"Fargo, ND: Hector International",Frontier Airlines Inc.,Late Aircraft,55.15530078,23.46
1744,"Fargo, ND: Hector International",Frontier Airlines Inc.,National Air Systems,41.61867448,29.12
1745,"Fargo, ND: Hector International",Frontier Airlines Inc.,Weather,46.25668449,0.28
1746,"Fargo, ND: Hector International",SkyWest Airlines Inc.,Carrier,56.15558053,190.73
1747,"Fargo, ND: Hector International",SkyWest Airlines Inc.,Late Aircraft,59.99366721,201.46
1748,"Fargo, ND: Hector International",SkyWest Airlines Inc.,National Air Systems,38.01260398,110.59
1749,"Fargo, ND: Hector International",SkyWest Airlines Inc.,Weather,57.20503608,11.2
1750,"Fayetteville, AR: Northwest Arkansas Regional",American Airlines Inc.,Carrier,60.98096954,55.12
1751,"Fayetteville, AR: Northwest Arkansas Regional",American Airlines Inc.,Late Aircraft,68.67190592,31.17
1752,"Fayetteville, AR: Northwest Arkansas Regional",American Airlines Inc.,National Air Systems,40.53153913,15.59
1753,"Fayetteville, AR: Northwest Arkansas Regional",American Airlines Inc.,Weather,144.5677111,4.12
1754,"Fayetteville, AR: Northwest Arkansas Regional",American Eagle Airlines Inc.,Carrier,47.49532261,112.04
1755,"Fayetteville, AR: Northwest Arkansas Regional",American Eagle Airlines Inc.,Late Aircraft,62.57779016,141.87
1756,"Fayetteville, AR: Northwest Arkansas Regional",American Eagle Airlines Inc.,National Air Systems,53.83243211,126.24
1757,"Fayetteville, AR: Northwest Arkansas Regional",American Eagle Airlines Inc.,Weather,74.57974825,51.85
1758,"Fayetteville, AR: Northwest Arkansas Regional",Delta Air Lines Inc.,Carrier,69.66172541,25.58
1759,"Fayetteville, AR: Northwest Arkansas Regional",Delta Air Lines Inc.,Late Aircraft,50.51005345,10.24
1760,"Fayetteville, AR: Northwest Arkansas Regional",Delta Air Lines Inc.,National Air Systems,34.98560017,10.91
1761,"Fayetteville, AR: Northwest Arkansas Regional",Delta Air Lines Inc.,Weather,31.56128703,3.27
1762,"Fayetteville, AR: Northwest Arkansas Regional",Envoy Air,Carrier,47.67376292,396.51
1763,"Fayetteville, AR: Northwest Arkansas Regional",Envoy Air,Late Aircraft,69.20415078,404.7
1764,"Fayetteville, AR: Northwest Arkansas Regional",Envoy Air,National Air Systems,45.46863488,353.74
1765,"Fayetteville, AR: Northwest Arkansas Regional",Envoy Air,Security,26.33415435,1.71
1766,"Fayetteville, AR: Northwest Arkansas Regional",Envoy Air,Weather,83.6576931,78.33
1767,"Fayetteville, AR: Northwest Arkansas Regional",ExpressJet Airlines Inc.,Carrier,66.01297385,335.93
1768,"Fayetteville, AR: Northwest Arkansas Regional",ExpressJet Airlines Inc.,Late Aircraft,64.35161477,292.42
1769,"Fayetteville, AR: Northwest Arkansas Regional",ExpressJet Airlines Inc.,National Air Systems,46.76014822,242.68
1770,"Fayetteville, AR: Northwest Arkansas Regional",ExpressJet Airlines Inc.,Security,50,0.06
1771,"Fayetteville, AR: Northwest Arkansas Regional",ExpressJet Airlines Inc.,Weather,143.5768658,11.93
1772,"Fayetteville, AR: Northwest Arkansas Regional",SkyWest Airlines Inc.,Carrier,45.54252555,42.52
1773,"Fayetteville, AR: Northwest Arkansas Regional",SkyWest Airlines Inc.,Late Aircraft,47.88040825,38.8
1774,"Fayetteville, AR: Northwest Arkansas Regional",SkyWest Airlines Inc.,National Air Systems,35.99621254,41.66
1775,"Fayetteville, AR: Northwest Arkansas Regional",SkyWest Airlines Inc.,Security,20,1
1776,"Fayetteville, AR: Northwest Arkansas Regional",SkyWest Airlines Inc.,Weather,150,0.02
1777,"Fayetteville, NC: Fayetteville Regional/Grannis Field",Delta Air Lines Inc.,Carrier,50.90260538,22.97
1778,"Fayetteville, NC: Fayetteville Regional/Grannis Field",Delta Air Lines Inc.,Late Aircraft,43.87857107,22.25
1779,"Fayetteville, NC: Fayetteville Regional/Grannis Field",Delta Air Lines Inc.,National Air Systems,49.30388858,13.52
1780,"Fayetteville, NC: Fayetteville Regional/Grannis Field",Delta Air Lines Inc.,Weather,91.1536707,3.27
1781,"Fayetteville, NC: Fayetteville Regional/Grannis Field",ExpressJet Airlines Inc.,Carrier,55.50618337,162.58
1782,"Fayetteville, NC: Fayetteville Regional/Grannis Field",ExpressJet Airlines Inc.,Late Aircraft,50.53436816,107.25
1783,"Fayetteville, NC: Fayetteville Regional/Grannis Field",ExpressJet Airlines Inc.,National Air Systems,42.08731379,55.27
1784,"Fayetteville, NC: Fayetteville Regional/Grannis Field",ExpressJet Airlines Inc.,Security,19.11764706,0.68
1785,"Fayetteville, NC: Fayetteville Regional/Grannis Field",ExpressJet Airlines Inc.,Weather,51.92782414,3.22
1786,"Flagstaff, AZ: Flagstaff Pulliam",SkyWest Airlines Inc.,Carrier,52.09629905,90.52
1787,"Flagstaff, AZ: Flagstaff Pulliam",SkyWest Airlines Inc.,Late Aircraft,47.3691358,57.62
1788,"Flagstaff, AZ: Flagstaff Pulliam",SkyWest Airlines Inc.,National Air Systems,32.43216202,67.51
1789,"Flagstaff, AZ: Flagstaff Pulliam",SkyWest Airlines Inc.,Security,53.26241298,3.82
1790,"Flagstaff, AZ: Flagstaff Pulliam",SkyWest Airlines Inc.,Weather,92.70992749,9.56
1791,"Flint, MI: Bishop International",AirTran Airways Corporation,Late Aircraft,36,1
1792,"Flint, MI: Bishop International",American Eagle Airlines Inc.,Carrier,68.11934938,5.84
1793,"Flint, MI: Bishop International",American Eagle Airlines Inc.,Late Aircraft,76.90240005,16.57
1794,"Flint, MI: Bishop International",American Eagle Airlines Inc.,National Air Systems,61.30330298,15.9
1795,"Flint, MI: Bishop International",American Eagle Airlines Inc.,Weather,53.06868794,7.67
1796,"Flint, MI: Bishop International",Delta Air Lines Inc.,Carrier,40.71483055,54.95
1797,"Flint, MI: Bishop International",Delta Air Lines Inc.,Late Aircraft,37.59897489,35.83
1798,"Flint, MI: Bishop International",Delta Air Lines Inc.,National Air Systems,44.14240661,22.32
1799,"Flint, MI: Bishop International",Delta Air Lines Inc.,Weather,56.96693091,9.89
1800,"Flint, MI: Bishop International",Envoy Air,Carrier,35.87787655,35.08
1801,"Flint, MI: Bishop International",Envoy Air,Late Aircraft,47.56509832,56.29
1802,"Flint, MI: Bishop International",Envoy Air,National Air Systems,44.03965084,39.99
1803,"Flint, MI: Bishop International",Envoy Air,Weather,86.67005327,9.66
1804,"Flint, MI: Bishop International",ExpressJet Airlines Inc.,Carrier,51.28231348,47.49
1805,"Flint, MI: Bishop International",ExpressJet Airlines Inc.,Late Aircraft,64.4114877,77.67
1806,"Flint, MI: Bishop International",ExpressJet Airlines Inc.,National Air Systems,44.14037367,26.83
1807,"Flint, MI: Bishop International",ExpressJet Airlines Inc.,Weather,68.92124744,2
1808,"Flint, MI: Bishop International",SkyWest Airlines Inc.,Late Aircraft,26.92307692,0.52
1809,"Flint, MI: Bishop International",SkyWest Airlines Inc.,National Air Systems,27.08333333,0.48
1810,"Flint, MI: Bishop International",Southwest Airlines Co.,Carrier,66.17116601,166.51
1811,"Flint, MI: Bishop International",Southwest Airlines Co.,Late Aircraft,58.82143137,210.57
1812,"Flint, MI: Bishop International",Southwest Airlines Co.,National Air Systems,36.187715,40.94
1813,"Flint, MI: Bishop International",Southwest Airlines Co.,Security,15.87301587,0.63
1814,"Flint, MI: Bishop International",Southwest Airlines Co.,Weather,54.56818235,8.37
1815,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",AirTran Airways Corporation,Carrier,53.88259668,92.62
1816,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",AirTran Airways Corporation,Late Aircraft,50.07663608,138.91
1817,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",AirTran Airways Corporation,National Air Systems,38.4306091,105.35
1818,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",AirTran Airways Corporation,Weather,36.41811746,6.12
1819,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Alaska Airlines Inc.,Carrier,36.0575796,10.55
1820,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Alaska Airlines Inc.,National Air Systems,30.05222299,42.12
1821,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Alaska Airlines Inc.,Security,113.2231405,1.21
1822,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Alaska Airlines Inc.,Weather,40.49305556,4.12
1823,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",American Airlines Inc.,Carrier,49.97173224,235.12
1824,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",American Airlines Inc.,Late Aircraft,59.09323129,245.5
1825,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",American Airlines Inc.,National Air Systems,35.94509045,347.88
1826,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",American Airlines Inc.,Security,38.0952381,0.84
1827,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",American Airlines Inc.,Weather,86.60021943,46.66
1828,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Delta Air Lines Inc.,Carrier,55.08265239,605.39
1829,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Delta Air Lines Inc.,Late Aircraft,54.79725439,325.06
1830,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Delta Air Lines Inc.,National Air Systems,37.10809601,910.08
1831,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Delta Air Lines Inc.,Security,112.5,0.4
1832,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Delta Air Lines Inc.,Weather,73.06254715,94.1
1833,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",ExpressJet Airlines Inc.,Carrier,41.48985107,2.59
1834,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",ExpressJet Airlines Inc.,Late Aircraft,54.1724063,14.73
1835,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",ExpressJet Airlines Inc.,National Air Systems,51.12246025,7.94
1836,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",ExpressJet Airlines Inc.,Weather,24.32432432,0.74
1837,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Frontier Airlines Inc.,Carrier,53.83748907,47.21
1838,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Frontier Airlines Inc.,Late Aircraft,99.01397333,35.68
1839,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Frontier Airlines Inc.,National Air Systems,41.16373578,104.85
1840,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Frontier Airlines Inc.,Weather,40.5285056,3.27
1841,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",JetBlue Airways,Carrier,54.89731479,1347.01
1842,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",JetBlue Airways,Late Aircraft,70.840839,1400.63
1843,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",JetBlue Airways,National Air Systems,38.90469815,1717.06
1844,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",JetBlue Airways,Security,39.58373678,20.08
1845,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",JetBlue Airways,Weather,126.4309743,64.2
1846,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Southwest Airlines Co.,Carrier,54.4519399,1452.81
1847,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Southwest Airlines Co.,Late Aircraft,59.01791105,1773.9
1848,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Southwest Airlines Co.,National Air Systems,38.23009974,1282.25
1849,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Southwest Airlines Co.,Security,41.37739353,6.26
1850,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Southwest Airlines Co.,Weather,66.18220643,135.79
1851,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",United Air Lines Inc.,Carrier,52.80338817,465.89
1852,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",United Air Lines Inc.,Late Aircraft,81.92399145,341.73
1853,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",United Air Lines Inc.,National Air Systems,43.05739869,521.77
1854,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",United Air Lines Inc.,Weather,63.40288609,42.63
1855,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",US Airways Inc.,Carrier,46.59801484,424.68
1856,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",US Airways Inc.,Late Aircraft,55.7102178,272.06
1857,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",US Airways Inc.,National Air Systems,37.32464636,694.25
1858,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",US Airways Inc.,Security,44.58338643,6.81
1859,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",US Airways Inc.,Weather,83.29994803,25.25
1860,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Virgin America,Carrier,37.30116532,52.03
1861,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Virgin America,Late Aircraft,48.93583894,48.1
1862,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Virgin America,National Air Systems,48.6853829,41.7
1863,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Virgin America,Security,27.69105691,2.41
1864,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Virgin America,Weather,28.13190032,22.77
1865,"Fort Myers, FL: Southwest Florida International",AirTran Airways Corporation,Carrier,64.14433502,144.4
1866,"Fort Myers, FL: Southwest Florida International",AirTran Airways Corporation,Late Aircraft,56.75225114,158.37
1867,"Fort Myers, FL: Southwest Florida International",AirTran Airways Corporation,National Air Systems,38.06072493,129.06
1868,"Fort Myers, FL: Southwest Florida International",AirTran Airways Corporation,Weather,65.25199183,13.18
1869,"Fort Myers, FL: Southwest Florida International",American Airlines Inc.,Carrier,45.99889197,166.12
1870,"Fort Myers, FL: Southwest Florida International",American Airlines Inc.,Late Aircraft,66.71069777,166.25
1871,"Fort Myers, FL: Southwest Florida International",American Airlines Inc.,National Air Systems,38.72185814,140.45
1872,"Fort Myers, FL: Southwest Florida International",American Airlines Inc.,Weather,65.33673486,35.14
1873,"Fort Myers, FL: Southwest Florida International",Delta Air Lines Inc.,Carrier,63.29360841,343.35
1874,"Fort Myers, FL: Southwest Florida International",Delta Air Lines Inc.,Late Aircraft,48.18222159,142.35
1875,"Fort Myers, FL: Southwest Florida International",Delta Air Lines Inc.,National Air Systems,36.56118165,332.09
1876,"Fort Myers, FL: Southwest Florida International",Delta Air Lines Inc.,Security,22,1
1877,"Fort Myers, FL: Southwest Florida International",Delta Air Lines Inc.,Weather,62.17895949,59.19
1878,"Fort Myers, FL: Southwest Florida International",ExpressJet Airlines Inc.,Carrier,53.89281416,3.95
1879,"Fort Myers, FL: Southwest Florida International",ExpressJet Airlines Inc.,Late Aircraft,143.9805825,2.03
1880,"Fort Myers, FL: Southwest Florida International",ExpressJet Airlines Inc.,National Air Systems,48.5559383,10.19
1881,"Fort Myers, FL: Southwest Florida International",ExpressJet Airlines Inc.,Weather,48.19277108,0.83
1882,"Fort Myers, FL: Southwest Florida International",Frontier Airlines Inc.,Carrier,71.31670423,49.14
1883,"Fort Myers, FL: Southwest Florida International",Frontier Airlines Inc.,Late Aircraft,104.845342,41.2
1884,"Fort Myers, FL: Southwest Florida International",Frontier Airlines Inc.,National Air Systems,39.01259433,86.41
1885,"Fort Myers, FL: Southwest Florida International",Frontier Airlines Inc.,Weather,199.4805195,2.26
1886,"Fort Myers, FL: Southwest Florida International",JetBlue Airways,Carrier,61.11521417,316.44
1887,"Fort Myers, FL: Southwest Florida International",JetBlue Airways,Late Aircraft,61.83788992,185.18
1888,"Fort Myers, FL: Southwest Florida International",JetBlue Airways,National Air Systems,37.88034644,418.45
1889,"Fort Myers, FL: Southwest Florida International",JetBlue Airways,Security,34.421964,4.71
1890,"Fort Myers, FL: Southwest Florida International",JetBlue Airways,Weather,91.08907325,16.22
